qryid;collection;index;qrymode;k;qrylen;res_size;qry_time;search_time;nodes_evaluated;nodes_total;postings_evaluated;postings_total;client_time
3281;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;409179;408171;92112;50410357;0;0;412515
3398;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;1497627;1488361;390584;50410357;0;0;1503068
3421;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;134666;103851;20939;50410357;0;0;135063
3443;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;325523;325474;53790;50410357;0;0;326329
3628;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;291679;290552;66741;50410357;0;0;294015
3764;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;21332;18635;8388;50410357;0;0;21515
3828;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1506;1488;583;50410357;0;0;1604
3845;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1191702;1191687;312287;50410357;0;0;1193849
3895;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;41030;38151;9117;50410357;0;0;41618
3942;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;360447;360412;76728;50410357;0;0;362356
3950;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;2205181;2196346;383409;50410357;0;0;2207530
3972;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;75336;74478;24185;50410357;0;0;75741
4001;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;7;65535;65481;12303;50410357;0;0;65929
4151;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;2;1117;1080;306;50410357;0;0;1257
4153;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;360017;359997;73815;50410357;0;0;360868
4172;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;2437187;2436665;611062;50410357;0;0;2439883
4212;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;28970;26387;5040;50410357;0;0;29246
4234;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;513316;513283;111321;50410357;0;0;516526
4290;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;25201;16253;2821;50410357;0;0;25509
4379;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;2133103;2133064;418948;50410357;0;0;2136263
4521;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;236138;226265;45111;50410357;0;0;236903
4526;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;0;2749;1424;445;50410357;0;0;2874
4580;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;7898;7882;2696;50410357;0;0;8004
4684;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;1656;1644;898;50410357;0;0;1762
4688;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;0;4472;4451;1178;50410357;0;0;4603
4720;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;734;722;405;50410357;0;0;831
4802;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;1;281;265;67;50410357;0;0;382
4829;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;9;357;344;182;50410357;0;0;455
4846;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;941498;941479;193335;50410357;0;0;945067
4855;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;67386;63512;10950;50410357;0;0;67735
4942;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;381381;381338;87934;50410357;0;0;383340
5001;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;56118;55024;23076;50410357;0;0;56597
5005;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1351784;1351742;237570;50410357;0;0;1355507
5016;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1457866;1453880;337194;50410357;0;0;1461063
5023;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;82209;70788;15605;50410357;0;0;82885
5036;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;376382;376178;81577;50410357;0;0;378133
5183;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1505467;1503950;347643;50410357;0;0;1508419
5209;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3250663;3245067;612211;50410357;0;0;3254952
5241;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;362701;357157;81252;50410357;0;0;363427
5274;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;0;742;484;25;50410357;0;0;878
5302;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;792895;792881;226903;50410357;0;0;794875
5332;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;46152;44583;10263;50410357;0;0;46861
5336;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;100214;100139;31957;50410357;0;0;100754
5340;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;4199700;4199661;771817;50410357;0;0;4203327
5465;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;158870;147359;521;50410357;0;0;161137
5590;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;0;1762;653;106;50410357;0;0;3831
5636;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;871085;871071;218470;50410357;0;0;874355
5649;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1619196;1609906;320643;50410357;0;0;1622224
5847;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;870072;855364;185739;50410357;0;0;872350
5858;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;500047;497386;145424;50410357;0;0;500784
5862;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;498147;497372;99170;50410357;0;0;501484
6031;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;0;28745;3277;188;50410357;0;0;28982
6244;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;30569;30551;11831;50410357;0;0;31041
6295;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;80158;80127;30492;50410357;0;0;80853
6310;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;0;9359;9262;1361;50410357;0;0;9532
6341;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;5;78910;78891;18446;50410357;0;0;79645
6371;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;99486;99024;22432;50410357;0;0;100266
6396;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;192982;192381;39987;50410357;0;0;193732
6427;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;56783;56566;22385;50410357;0;0;57407
6442;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1261541;1261499;243092;50410357;0;0;1264994
6546;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;117465;106382;15395;50410357;0;0;119481
6614;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;460782;459466;141190;50410357;0;0;461523
6732;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;139180;138532;49678;50410357;0;0;139926
6759;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;103641;103186;25154;50410357;0;0;104377
6799;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1623266;1622773;323264;50410357;0;0;1626965
6841;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;104543;86904;8683;50410357;0;0;105265
6906;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;763119;762498;142012;50410357;0;0;765070
6939;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;306155;305320;68662;50410357;0;0;307002
6992;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;1410414;1407688;272778;50410357;0;0;1414112
7077;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;5;26492;1473;183;50410357;0;0;26790
7156;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;580824;580790;117360;50410357;0;0;582865
7227;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;35779;34811;14961;50410357;0;0;36536
7253;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;706619;706586;128259;50410357;0;0;708595
7353;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1418966;1418159;355888;50410357;0;0;1422154
7463;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;1;10586;1686;26;50410357;0;0;12329
7544;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;30096;27881;6507;50410357;0;0;30606
7642;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1303280;1303235;228806;50410357;0;0;1304980
7656;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;104774;104738;33746;50410357;0;0;105343
7680;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;375921;375877;79551;50410357;0;0;377853
7883;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;130022;129110;42441;50410357;0;0;130602
7925;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;128395;128351;28700;50410357;0;0;129119
7927;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1599465;1599421;288962;50410357;0;0;1603889
7943;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;858176;853220;211668;50410357;0;0;860024
7959;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;808797;806861;175570;50410357;0;0;809655
7964;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;10099;7810;3277;50410357;0;0;10250
7986;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;2193794;2193767;367826;50410357;0;0;2195668
8035;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;0;1250;350;59;50410357;0;0;1368
8123;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;3920458;3920432;660537;50410357;0;0;3922263
8137;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;10199886;10199836;1612037;50410357;0;0;10617359
8142;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;296134;283943;6556;50410357;0;0;296500
8152;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;397701;397667;112705;50410357;0;0;399323
8154;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;871368;870345;171800;50410357;0;0;874650
8201;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;687010;679266;138930;50410357;0;0;687314
8273;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;6797240;6793310;1235669;50410357;0;0;6798790
8356;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1249466;1249413;98214;50410357;0;0;1253025
8362;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;38839;27282;9111;50410357;0;0;39123
8455;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;4;200241;200114;42267;50410357;0;0;201058
8458;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;0;2150;1714;313;50410357;0;0;2273
8524;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;0;497;480;141;50410357;0;0;599
8525;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;222273;222257;67844;50410357;0;0;224334
8700;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;23564;23417;8041;50410357;0;0;23735
8815;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;71157;71141;25626;50410357;0;0;71640
9140;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;124909;124880;40668;50410357;0;0;125588
9373;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;441869;441833;121164;50410357;0;0;442721
9407;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;620960;619910;157587;50410357;0;0;623063
9483;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;5;1999;597;150;50410357;0;0;2116
9513;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;31585;31570;10665;50410357;0;0;31792
9527;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;63011;62994;24309;50410357;0;0;63792
9631;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;1380;1349;655;50410357;0;0;1503
9690;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;1;591;573;177;50410357;0;0;694
9698;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;3892863;3892835;586691;50410357;0;0;3896829
9756;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;89529;73377;1082;50410357;0;0;92177
9789;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;522196;522150;99309;50410357;0;0;523122
9862;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;832056;831288;159230;50410357;0;0;835709
9937;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3093054;3080298;544044;50410357;0;0;3096826
9950;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;356361;354173;83636;50410357;0;0;358449
9990;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;6950;6582;2751;50410357;0;0;7100
10044;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;0;793;771;177;50410357;0;0;894
10123;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;28652;28634;7092;50410357;0;0;29163
10127;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;660753;660730;137597;50410357;0;0;663390
10135;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1912449;1907981;473421;50410357;0;0;1916174
10140;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;1;24386;10421;265;50410357;0;0;24652
10144;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1334421;1334396;264398;50410357;0;0;1338216
10170;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;192993;180579;41363;50410357;0;0;193812
10212;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;95521;95213;20717;50410357;0;0;96364
10336;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;19503;19076;7467;50410357;0;0;19864
10340;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;1;45482;45438;7091;50410357;0;0;46052
10377;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;193343;193304;60246;50410357;0;0;194155
10446;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;433026;432958;120195;50410357;0;0;435016
10447;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;664052;662962;145883;50410357;0;0;666337
10448;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;3;38910;14058;2484;50410357;0;0;39213
10475;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;461273;461238;93869;50410357;0;0;464015
10560;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1440808;1439049;360379;50410357;0;0;1444271
10567;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;0;12163;2013;43;50410357;0;0;12384
10587;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;10;1529935;1529905;215843;50410357;0;0;1533743
10603;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;54419;43449;7747;50410357;0;0;54799
10635;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;8;24566;24518;4353;50410357;0;0;24879
10659;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;2001333;2001311;382432;50410357;0;0;2005292
10678;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;49942;38363;5067;50410357;0;0;50252
10704;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;1895850;1895803;327824;50410357;0;0;1900094
10762;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;137797;123482;53491;50410357;0;0;138457
10841;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;507451;507416;153897;50410357;0;0;508307
10861;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;7;8686;7862;2461;50410357;0;0;8843
10966;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;6946;6933;3277;50410357;0;0;7090
10975;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;68299;68277;14481;50410357;0;0;69157
11008;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;15359;14634;4819;50410357;0;0;15613
11010;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;6;25615;25589;5270;50410357;0;0;26374
11030;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;1879375;1879324;283358;50410357;0;0;1883317
11032;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;192817;181544;49628;50410357;0;0;193705
11041;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;1;9108;8630;1871;50410357;0;0;9423
11070;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;79958;79938;16958;50410357;0;0;82048
11094;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;63883;62550;12238;50410357;0;0;64264
11110;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;4;10;334014;333971;67794;50410357;0;0;334862
11213;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;6;1186;382;138;50410357;0;0;1315
11245;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;0;19802;19780;4655;50410357;0;0;20116
11322;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;12770;12755;4987;50410357;0;0;12893
11414;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;5;2117;2100;794;50410357;0;0;2218
11416;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;5;10;11312944;11312920;1821541;50410357;0;0;11314591
11519;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1719362;1719321;257490;50410357;0;0;1723541
11642;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;322917;310990;43714;50410357;0;0;323742
11732;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;268849;268780;87199;50410357;0;0;270932
11750;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;3;1443;484;69;50410357;0;0;1573
11778;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1005781;1005764;197282;50410357;0;0;1010236
11832;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;618209;613652;163897;50410357;0;0;620386
11868;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;0;17671;16240;2650;50410357;0;0;17924
11887;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;15932;15917;5548;50410357;0;0;16087
11895;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;56723;56701;14540;50410357;0;0;57484
11905;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;3412643;3412510;588154;50410357;0;0;3417107
11924;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;230786;208930;16198;50410357;0;0;232333
11928;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;6418;690;252;50410357;0;0;6577
11968;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;29687;29667;9587;50410357;0;0;30055
12064;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;3786;3757;1889;50410357;0;0;3918
12121;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;24020;24004;8637;50410357;0;0;24173
12129;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;7;1;68931;68899;10907;50410357;0;0;69633
12169;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;10;0;5706;5648;610;50410357;0;0;5830
12178;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;6;10;764744;764717;118095;50410357;0;0;768742
12240;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;28234;16521;3277;50410357;0;0;28572
12509;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1119856;1119817;220926;50410357;0;0;1124041
12550;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;84520;79774;11235;50410357;0;0;84948
12716;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;22143;22108;8024;50410357;0;0;22331
12722;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;75992;75970;18510;50410357;0;0;76868
12779;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;1320990;1320421;263337;50410357;0;0;1324794
12850;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;3;10;4162296;4145203;629402;50410357;0;0;4166699
12874;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;1;10;361806;350005;2949;50410357;0;0;363331
12921;gov2;bm25_simple_est;IDX_D_SANSLEN;1;10;2;10;1092951;1092914;288825;50410357;0;0;1095013
